Ordem;NroProcessoPI;Titular;CNPJ-Titular;CNPJ(ID Alternativo);IFES titular;Qtde de empregados;Natureza do Titular;Tipo do Titular;Tamanho do Titular;Esfera;Região;Seção;Descr.Seção;Divisão;Descr.Divisão;Ano requerimento;Ano 1º TT
3620;C101054996;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3621;PI01038877;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2001;Não TT
3622;PI01054996;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2001;Não TT
3623;PI04063465;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
3624;BR1020130338842;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
3625;PI01013220;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2001;Não TT
3626;PI07055919;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3627;PI08019061;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3628;PI09011412;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
3629;MU83015043;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2003;Não TT
3630;MU83036911;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2003;Não TT
3631;MU84011920;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
3632;PI05013755;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
3633;PI01045393;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2001;Não TT
3634;PI05034795;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
3635;US62242017;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
3636;BR1020170133370;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2017;Não TT
3637;BR1320130095388;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
3638;PI05047048;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;2013
3639;PI05049725;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
3640;PI07010850;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3641;PI08005966;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3642;PI10007903;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3643;BR1020150098936;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2015;Não TT
3644;C209035877;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;2015
3645;PI01067656;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2001;Não TT
3646;PI10000933;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3647;PI10016996;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3648;PI10044655;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3649;PI11064250;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2011;Não TT
3650;BR1020120275546;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
3651;BR1020130108049;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
3652;BR1020160244064;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
3653;PI05062292;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
3654;PI10005838;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3655;BR1020120333031;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
3656;BR1020120335638;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
3657;PI06010539;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3658;PI06054722;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3659;PI09112162;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
3660;PI09198164;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
3661;PI11004193;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2011;Não TT
3662;PI11046996;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2011;Não TT
3663;PI11047011;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2011;Não TT
3664;BR1020130191370;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
3665;BR1020160043689;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2016;Não TT
3666;PI06017517;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3667;PI08062307;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3668;PI11024437;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2011;Não TT
3669;PI06029760;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3670;EP203056445;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2020;Não TT
3671;US61833909;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2013;Não TT
3672;816745609;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;1992;Não TT
3673;824648412;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2002;Não TT
3674;825768241;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2003;Não TT
3675;826833934;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
3676;827017472;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2004;Não TT
3677;828023263;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2005;Não TT
3678;828726205;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3679;828726213;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3680;828726221;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2006;Não TT
3681;829062297;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;2015
3682;829173030;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3683;829244409;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3684;829244417;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3685;829329684;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3686;829329692;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3687;829329706;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;2011
3688;829446710;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2007;Não TT
3689;829666877;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3690;829906401;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3691;830296727;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3692;830296735;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2008;Não TT
3693;830383859;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;2009
3694;830383930;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
3695;830383964;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
3696;830418768;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;2010
3697;830418776;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;2010
3698;830547061;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;2009
3699;831275014;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2012;Não TT
3700;901881279;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;Não TT
3701;901966894;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2009;2013
3702;902373773;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3703;902493256;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3704;902664247;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
3705;902833073;UFMG;17.217.985/0001-04;UFMG;UFMG;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;O;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;84;ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL;2010;Não TT
